day_nb_ind,event_id,date
3,1,2014-03-04
9,2,2014-03-10
9,3,2014-03-10
10,4,2014-03-11
10,5,2014-03-11
10,6,2014-03-11
10,7,2014-03-11
11,8,2014-03-12
11,9,2014-03-12
13,10,2014-03-14
13,11,2014-03-14
13,12,2014-03-14
13,13,2014-03-14
13,14,2014-03-14
13,15,2014-03-14
13,16,2014-03-14
14,17,2014-03-15
14,18,2014-03-15
14,19,2014-03-15
14,20,2014-03-15
14,21,2014-03-15
14,22,2014-03-15
14,23,2014-03-15
14,24,2014-03-15
14,25,2014-03-15
14,26,2014-03-15
14,27,2014-03-15
14,28,2014-03-15
14,29,2014-03-15
14,30,2014-03-15
14,31,2014-03-15
14,32,2014-03-15
14,33,2014-03-15
16,34,2014-03-17
16,35,2014-03-17
17,36,2014-03-18
17,37,2014-03-18
17,38,2014-03-18
18,39,2014-03-19
18,40,2014-03-19
18,41,2014-03-19
18,42,2014-03-19
18,43,2014-03-19
18,44,2014-03-19
18,45,2014-03-19
18,46,2014-03-19
18,47,2014-03-19
18,48,2014-03-19
18,49,2014-03-19
19,50,2014-03-20
19,51,2014-03-20
19,52,2014-03-20
19,53,2014-03-20
19,54,2014-03-20
19,55,2014-03-20
19,56,2014-03-20
19,57,2014-03-20
19,58,2014-03-20
19,59,2014-03-20
19,60,2014-03-20
19,61,2014-03-20
19,62,2014-03-20
19,63,2014-03-20
19,64,2014-03-20
19,65,2014-03-20
19,66,2014-03-20
19,67,2014-03-20
20,68,2014-03-21
20,69,2014-03-21
20,70,2014-03-21
20,71,2014-03-21
20,72,2014-03-21
21,73,2014-03-22
21,74,2014-03-22
21,75,2014-03-22
21,76,2014-03-22
21,77,2014-03-22
21,78,2014-03-22
21,79,2014-03-22
21,80,2014-03-22
21,81,2014-03-22
21,82,2014-03-22
21,83,2014-03-22
21,84,2014-03-22
21,85,2014-03-22
21,86,2014-03-22
21,87,2014-03-22
21,88,2014-03-22
21,89,2014-03-22
23,90,2014-03-24
23,91,2014-03-24
23,92,2014-03-24
23,93,2014-03-24
23,94,2014-03-24
23,95,2014-03-24
23,96,2014-03-24
23,97,2014-03-24
23,98,2014-03-24
24,99,2014-03-25
24,100,2014-03-25
24,101,2014-03-25
24,102,2014-03-25
24,103,2014-03-25
24,104,2014-03-25
24,105,2014-03-25
24,106,2014-03-25
24,107,2014-03-25
24,108,2014-03-25
24,109,2014-03-25
24,110,2014-03-25
24,111,2014-03-25
24,112,2014-03-25
24,113,2014-03-25
24,114,2014-03-25
24,115,2014-03-25
24,116,2014-03-25
24,117,2014-03-25
24,118,2014-03-25
24,119,2014-03-25
24,120,2014-03-25
24,121,2014-03-25
24,122,2014-03-25
24,123,2014-03-25
24,124,2014-03-25
24,125,2014-03-25
25,126,2014-03-26
25,127,2014-03-26
25,128,2014-03-26
25,129,2014-03-26
25,130,2014-03-26
25,131,2014-03-26
25,132,2014-03-26
25,133,2014-03-26
25,134,2014-03-26
25,135,2014-03-26
25,136,2014-03-26
25,137,2014-03-26
25,138,2014-03-26
25,139,2014-03-26
25,140,2014-03-26
25,141,2014-03-26
25,142,2014-03-26
25,143,2014-03-26
25,144,2014-03-26
25,145,2014-03-26
25,146,2014-03-26
25,147,2014-03-26
25,148,2014-03-26
25,149,2014-03-26
25,150,2014-03-26
25,151,2014-03-26
25,152,2014-03-26
25,153,2014-03-26
25,154,2014-03-26
25,155,2014-03-26
25,156,2014-03-26
25,157,2014-03-26
25,158,2014-03-26
25,159,2014-03-26
26,160,2014-03-27
26,161,2014-03-27
26,162,2014-03-27
26,163,2014-03-27
26,164,2014-03-27
