event_id,start_time,end_time,duration_seconds,max_concentration,mean_concentration,num_measurements,date
1,2014-03-04 08:46:08,2014-03-04 08:47:27,79.0,40.0,12.326666666666666,60,2014-03-04
2,2014-03-07 02:54:59,2014-03-07 02:57:32,153.0,0.7,0.6999999999999998,12,2014-03-07
3,2014-03-07 03:03:41,2014-03-07 03:03:46,5.0,0.7,0.6999999999999998,6,2014-03-07
4,2014-03-08 01:56:06,2014-03-08 01:58:13,127.0,0.7,0.6999999999999998,12,2014-03-08
5,2014-03-08 02:00:42,2014-03-08 02:01:15,33.0,0.7,0.7,16,2014-03-08
6,2014-03-08 02:04:20,2014-03-08 02:04:27,7.0,0.7,0.7,8,2014-03-08
7,2014-03-08 02:26:47,2014-03-08 02:27:46,59.0,0.7,0.7,28,2014-03-08
8,2014-03-08 02:52:51,2014-03-08 02:56:38,227.0,0.7,0.7,76,2014-03-08
9,2014-03-08 03:00:51,2014-03-08 03:03:28,157.0,0.7,0.6999999999999998,96,2014-03-08
10,2014-03-08 03:10:11,2014-03-08 03:11:36,85.0,0.7,0.7,46,2014-03-08
11,2014-03-08 03:14:47,2014-03-08 03:36:40,1313.0,0.8,0.7284057971014493,690,2014-03-08
12,2014-03-08 03:41:35,2014-03-08 03:41:42,7.0,0.7,0.7,8,2014-03-08
13,2014-03-08 04:18:11,2014-03-08 04:19:52,101.0,0.7,0.7,74,2014-03-08
14,2014-03-08 04:26:05,2014-03-08 04:31:48,343.0,0.8,0.708421052631579,190,2014-03-08
15,2014-03-08 04:35:53,2014-03-08 04:35:56,3.0,0.7,0.7,4,2014-03-08
16,2014-03-08 04:43:29,2014-03-08 04:44:44,75.0,0.7,0.6999999999999998,6,2014-03-08
17,2014-03-08 04:48:29,2014-03-08 04:49:10,41.0,0.7,0.7,40,2014-03-08
18,2014-03-08 04:58:53,2014-03-08 06:42:43,6230.0,0.9,0.7397796576824709,5083,2014-03-08
19,2014-03-08 06:46:28,2014-03-08 06:51:33,305.0,0.8,0.7413793103448276,290,2014-03-08
20,2014-03-08 08:08:13,2014-03-08 10:19:32,7879.0,1.2,0.7528941565600882,7256,2014-03-08
21,2014-03-11 02:44:25,2014-03-11 02:45:40,75.0,0.7,0.7,32,2014-03-11
22,2014-03-11 04:34:19,2014-03-11 04:34:20,1.0,0.7,0.7,2,2014-03-11
23,2014-03-11 05:28:35,2014-03-11 06:15:36,2821.0,1.2,0.76048,2500,2014-03-11
24,2014-03-11 06:18:23,2014-03-11 06:21:46,203.0,0.7,0.7,88,2014-03-11
25,2014-03-11 06:28:19,2014-03-11 06:32:12,233.0,0.7,0.7,64,2014-03-11
26,2014-03-11 06:34:39,2014-03-11 06:34:40,1.0,0.7,0.7,2,2014-03-11
27,2014-03-11 06:38:31,2014-03-11 07:21:40,2589.0,1.0,0.7544692737430169,1432,2014-03-11
28,2014-03-11 07:24:57,2014-03-11 07:31:22,385.0,0.7,0.7,52,2014-03-11
29,2014-03-11 07:33:53,2014-03-11 08:20:06,2773.0,2.1,0.7210884353741497,1911,2014-03-11
30,2014-03-11 08:24:55,2014-03-11 08:28:15,200.0,1.3,0.7841584158415842,101,2014-03-11
31,2014-03-11 08:31:58,2014-03-11 08:32:03,5.0,0.7,0.6999999999999998,6,2014-03-11
32,2014-03-11 08:35:00,2014-03-11 08:38:29,209.0,0.9,0.745,40,2014-03-11
33,2014-03-11 08:45:54,2014-03-11 08:57:23,689.0,1.4,0.8343537414965987,588,2014-03-11
34,2014-03-11 09:00:30,2014-03-11 09:36:37,2167.0,2.3,0.8126582278481013,1106,2014-03-11
35,2014-03-11 17:26:56,2014-03-11 17:27:01,5.0,0.7,0.6999999999999998,6,2014-03-11
36,2014-03-11 19:20:18,2014-03-11 19:20:19,1.0,0.7,0.7,2,2014-03-11
37,2014-03-11 20:15:05,2014-03-11 20:15:16,11.0,0.9,0.7666666666666666,12,2014-03-11
38,2014-03-12 02:27:08,2014-03-12 02:27:09,1.0,0.7,0.7,2,2014-03-12
39,2014-03-12 02:51:02,2014-03-12 02:51:55,53.0,0.7,0.6999999999999998,6,2014-03-12
40,2014-03-12 02:56:28,2014-03-12 03:06:19,591.0,0.7,0.7,58,2014-03-12
41,2014-03-12 03:14:32,2014-03-12 03:14:33,1.0,0.7,0.7,2,2014-03-12
42,2014-03-12 08:24:20,2014-03-12 08:30:47,387.0,1.2,0.7806451612903226,248,2014-03-12
43,2014-03-14 20:02:27,2014-03-14 20:02:30,3.0,0.7,0.7,4,2014-03-14
44,2014-03-14 21:13:09,2014-03-14 21:15:18,129.0,0.7,0.7,128,2014-03-14
45,2014-03-15 02:54:01,2014-03-15 02:54:30,29.0,0.7,0.7,16,2014-03-15
46,2014-03-15 03:45:23,2014-03-15 03:45:26,3.0,0.7,0.7,4,2014-03-15
47,2014-03-15 04:10:53,2014-03-15 04:21:36,643.0,0.8,0.713392857142857,448,2014-03-15
48,2014-03-15 04:23:41,2014-03-15 04:58:10,2069.0,1.0,0.7568129330254041,1732,2014-03-15
49,2014-03-15 05:02:03,2014-03-15 05:08:30,387.0,0.7,0.7,16,2014-03-15
50,2014-03-15 05:11:17,2014-03-15 07:47:45,9388.0,1.6,1.0098430465993429,8219,2014-03-15
51,2014-03-15 07:50:00,2014-03-15 08:57:53,4073.0,1.0,0.8008374384236453,4060,2014-03-15
52,2014-03-15 09:05:48,2014-03-15 09:33:39,1671.0,1.2,0.9677100494233937,1214,2014-03-15
53,2014-03-15 09:42:18,2014-03-15 11:18:19,5761.0,1.2,0.8006031882809134,4642,2014-03-15
54,2014-03-15 11:23:30,2014-03-15 11:23:41,11.0,0.8,0.72,10,2014-03-15
55,2014-03-15 11:25:54,2014-03-15 11:27:15,81.0,0.9,0.7358974358974358,78,2014-03-15
56,2014-03-15 11:42:02,2014-03-15 11:49:29,447.0,0.8,0.7086956521739131,46,2014-03-15
57,2014-03-15 11:54:18,2014-03-15 12:06:43,745.0,0.7,0.7,66,2014-03-15
58,2014-03-15 12:11:38,2014-03-15 12:13:21,103.0,0.7,0.7,16,2014-03-15
59,2014-03-15 12:17:34,2014-03-15 12:17:35,1.0,0.7,0.7,2,2014-03-15
60,2014-03-15 12:23:13,2014-03-15 12:25:42,149.0,0.7,0.7,8,2014-03-15
61,2014-03-15 12:28:50,2014-03-15 12:28:51,1.0,0.7,0.7,2,2014-03-15
62,2014-03-15 12:34:19,2014-03-15 12:34:20,1.0,0.7,0.7,2,2014-03-15
63,2014-03-15 12:39:07,2014-03-15 12:40:08,61.0,0.7,0.6999999999999998,6,2014-03-15
64,2014-03-15 12:42:43,2014-03-15 12:43:54,71.0,0.7,0.6999999999999998,6,2014-03-15
65,2014-03-15 12:47:47,2014-03-15 12:47:48,1.0,0.7,0.7,2,2014-03-15
66,2014-03-15 12:57:37,2014-03-15 12:57:46,9.0,0.7,0.7,4,2014-03-15
67,2014-03-15 13:01:27,2014-03-15 13:01:30,3.0,0.7,0.7,4,2014-03-15
68,2014-03-15 13:05:23,2014-03-15 13:06:14,51.0,0.7,0.7,4,2014-03-15
69,2014-03-15 13:10:33,2014-03-15 13:10:36,3.0,0.7,0.7,4,2014-03-15
70,2014-03-15 13:21:47,2014-03-15 13:22:10,23.0,0.7,0.6999999999999998,6,2014-03-15
71,2014-03-15 13:35:01,2014-03-15 13:35:04,3.0,0.7,0.7,4,2014-03-15
72,2014-03-15 13:48:17,2014-03-15 13:50:54,157.0,0.7,0.6999999999999998,6,2014-03-15
73,2014-03-15 13:53:25,2014-03-15 13:53:28,3.0,0.7,0.7,4,2014-03-15
74,2014-03-15 14:31:29,2014-03-15 14:31:32,3.0,0.7,0.7,4,2014-03-15
75,2014-03-15 14:40:01,2014-03-15 14:40:04,3.0,0.7,0.7,4,2014-03-15
76,2014-03-15 15:25:57,2014-03-15 15:25:58,1.0,0.7,0.7,2,2014-03-15
77,2014-03-15 15:29:11,2014-03-15 15:29:12,1.0,0.7,0.7,2,2014-03-15
78,2014-03-15 15:31:13,2014-03-15 15:35:54,281.0,0.7,0.7,22,2014-03-15
79,2014-03-15 23:50:57,2014-03-15 23:51:24,27.0,0.8,0.72,10,2014-03-15
80,2014-03-15 23:53:31,2014-03-15 23:56:36,185.0,0.7,0.7,22,2014-03-15
81,2014-03-16 01:25:45,2014-03-16 01:25:48,3.0,0.7,0.7,4,2014-03-16
82,2014-03-16 01:29:55,2014-03-16 01:33:56,241.0,0.7,0.7,36,2014-03-16
83,2014-03-16 01:36:33,2014-03-16 02:09:58,2005.0,1.0,0.7363636363636363,858,2014-03-16
84,2014-03-16 02:12:07,2014-03-16 19:23:55,61908.0,1.1,0.8367932994316483,56831,2014-03-16
85,2014-03-16 19:26:30,2014-03-16 19:26:31,1.0,0.7,0.7,2,2014-03-16
86,2014-03-16 19:28:36,2014-03-16 19:28:37,1.0,0.7,0.7,2,2014-03-16
87,2014-03-16 19:30:54,2014-03-16 19:30:57,3.0,0.7,0.7,4,2014-03-16
88,2014-03-16 19:33:18,2014-03-16 19:36:57,219.0,0.7,0.7,10,2014-03-16
89,2014-03-16 19:39:46,2014-03-16 19:45:01,315.0,0.7,0.7,20,2014-03-16
90,2014-03-16 19:48:36,2014-03-16 19:51:07,151.0,0.7,0.7,8,2014-03-16
91,2014-03-16 19:53:14,2014-03-16 19:53:15,1.0,0.7,0.7,2,2014-03-16
92,2014-03-16 19:55:42,2014-03-16 19:57:55,133.0,0.7,0.7,10,2014-03-16
93,2014-03-16 20:01:22,2014-03-16 20:06:43,321.0,0.7,0.7,26,2014-03-16
94,2014-03-16 20:08:48,2014-03-16 20:10:05,77.0,0.7,0.6999999999999998,6,2014-03-16
95,2014-03-17 04:01:17,2014-03-17 04:01:28,11.0,0.7,0.7,8,2014-03-17
96,2014-03-17 04:11:35,2014-03-17 04:12:58,83.0,0.7,0.7,30,2014-03-17
97,2014-03-17 04:18:05,2014-03-17 04:21:02,177.0,0.7,0.7,60,2014-03-17
98,2014-03-17 04:23:15,2014-03-17 04:23:18,3.0,0.7,0.7,4,2014-03-17
99,2014-03-17 04:29:07,2014-03-17 04:30:34,87.0,0.7,0.7,14,2014-03-17
100,2014-03-17 04:33:03,2014-03-17 04:36:44,221.0,0.7,0.7,66,2014-03-17
101,2014-03-17 04:40:27,2014-03-17 04:40:30,3.0,0.7,0.7,4,2014-03-17
102,2014-03-17 04:46:45,2014-03-17 04:46:46,1.0,0.7,0.7,2,2014-03-17
103,2014-03-17 05:29:17,2014-03-17 05:29:22,5.0,0.7,0.7,4,2014-03-17
104,2014-03-17 05:57:52,2014-03-17 05:57:55,3.0,0.7,0.7,4,2014-03-17
105,2014-03-17 05:59:59,2014-03-17 06:00:00,1.0,1.0,1.0,2,2014-03-17
106,2014-03-17 06:37:23,2014-03-17 06:54:34,1031.0,0.8,0.7014869888475836,538,2014-03-17
107,2014-03-17 07:12:05,2014-03-17 07:13:50,105.0,0.7,0.6999999999999998,12,2014-03-17
108,2014-03-17 07:32:59,2014-03-17 07:39:02,363.0,0.8,0.7009708737864077,206,2014-03-17
109,2014-03-17 07:51:31,2014-03-17 07:52:28,57.0,0.7,0.7,40,2014-03-17
110,2014-03-17 08:44:32,2014-03-17 08:45:03,31.0,0.7,0.7,18,2014-03-17
111,2014-03-18 04:28:12,2014-03-18 04:28:21,9.0,0.7,0.7,10,2014-03-18
112,2014-03-18 04:31:12,2014-03-18 04:32:45,93.0,0.7,0.6999999999999998,48,2014-03-18
113,2014-03-18 04:43:26,2014-03-18 04:44:21,55.0,0.7,0.7,8,2014-03-18
114,2014-03-18 04:47:08,2014-03-18 04:48:15,67.0,0.7,0.7,4,2014-03-18
115,2014-03-18 05:07:56,2014-03-18 05:08:27,31.0,0.7,0.7,26,2014-03-18
116,2014-03-18 05:28:45,2014-03-18 05:29:22,37.0,0.7,0.6999999999999998,24,2014-03-18
117,2014-03-18 05:31:45,2014-03-18 08:44:04,11539.0,0.8,0.710155518081319,10674,2014-03-18
118,2014-03-18 09:21:13,2014-03-18 09:21:16,3.0,0.7,0.7,4,2014-03-18
119,2014-03-18 09:33:15,2014-03-18 09:37:56,281.0,2.2,1.4941176470588236,68,2014-03-18
120,2014-03-18 09:41:17,2014-03-18 09:41:42,25.0,0.8,0.725,16,2014-03-18
121,2014-03-18 09:50:03,2014-03-18 09:50:04,1.0,0.7,0.7,2,2014-03-18
122,2014-03-18 10:38:43,2014-03-18 10:38:52,9.0,1.0,0.9,10,2014-03-18
123,2014-03-18 10:40:59,2014-03-18 10:41:28,29.0,1.0,0.875,16,2014-03-18
124,2014-03-18 10:43:47,2014-03-18 10:43:48,1.0,0.7,0.7,2,2014-03-18
125,2014-03-18 10:59:45,2014-03-18 11:11:16,691.0,1.4,0.8157894736842105,114,2014-03-18
126,2014-03-18 11:15:16,2014-03-18 11:15:24,8.0,1.6,1.1,9,2014-03-18
127,2014-03-18 11:20:09,2014-03-18 11:26:28,379.0,1.0,0.8915789473684211,380,2014-03-18
128,2014-03-18 15:57:10,2014-03-18 16:10:31,801.0,1.2,0.8258823529411764,510,2014-03-18
129,2014-03-18 16:13:00,2014-03-18 16:33:37,1237.0,1.1,0.8077102803738317,856,2014-03-18
130,2014-03-18 16:40:32,2014-03-18 16:51:01,629.0,0.8,0.7086956521739131,138,2014-03-18
131,2014-03-18 16:59:08,2014-03-18 16:59:15,7.0,0.8,0.75,8,2014-03-18
132,2014-03-19 02:04:18,2014-03-19 02:04:21,3.0,0.7,0.7,4,2014-03-19
133,2014-03-19 02:30:46,2014-03-19 02:30:49,3.0,0.7,0.7,4,2014-03-19
134,2014-03-19 02:34:48,2014-03-19 02:34:55,7.0,0.8,0.725,8,2014-03-19
135,2014-03-19 02:52:44,2014-03-19 02:53:39,55.0,0.7,0.7,8,2014-03-19
136,2014-03-19 04:53:18,2014-03-19 04:53:19,1.0,0.7,0.7,2,2014-03-19
137,2014-03-19 05:04:56,2014-03-19 05:04:59,3.0,0.7,0.7,4,2014-03-19
138,2014-03-19 05:23:54,2014-03-19 05:23:55,1.0,0.7,0.7,2,2014-03-19
139,2014-03-19 05:56:38,2014-03-19 05:56:41,3.0,0.7,0.7,4,2014-03-19
140,2014-03-19 06:05:20,2014-03-19 06:06:27,67.0,0.7,0.7,18,2014-03-19
141,2014-03-19 06:17:00,2014-03-19 06:17:51,51.0,0.8,0.7294117647058824,34,2014-03-19
142,2014-03-19 06:22:00,2014-03-19 06:24:17,137.0,1.5,0.9720930232558139,86,2014-03-19
143,2014-03-19 06:29:14,2014-03-19 06:29:15,1.0,0.7,0.7,2,2014-03-19
144,2014-03-19 06:53:30,2014-03-19 06:53:33,3.0,0.7,0.7,4,2014-03-19
145,2014-03-19 07:04:48,2014-03-19 07:04:49,1.0,0.7,0.7,2,2014-03-19
146,2014-03-19 09:45:50,2014-03-19 09:45:55,5.0,0.7,0.6999999999999998,6,2014-03-19
147,2014-03-19 10:08:36,2014-03-19 10:08:37,1.0,0.7,0.7,2,2014-03-19
148,2014-03-19 16:37:17,2014-03-19 16:37:20,3.0,0.7,0.7,4,2014-03-19
149,2014-03-19 17:01:11,2014-03-19 17:01:12,1.0,0.7,0.7,2,2014-03-19
150,2014-03-19 19:32:35,2014-03-19 19:32:54,19.0,0.8,0.76,10,2014-03-19
151,2014-03-19 19:37:31,2014-03-19 19:39:30,119.0,0.7,0.7,10,2014-03-19
152,2014-03-19 19:43:49,2014-03-19 19:43:52,3.0,0.7,0.7,4,2014-03-19
153,2014-03-19 19:58:33,2014-03-19 19:58:36,3.0,0.7,0.7,4,2014-03-19
154,2014-03-19 20:01:23,2014-03-19 20:26:20,1497.0,1.3,0.78014440433213,554,2014-03-19
155,2014-03-19 20:37:21,2014-03-20 03:53:43,26182.0,1.2,0.8241048701849651,23572,2014-03-19
156,2014-03-20 03:56:50,2014-03-20 04:05:35,525.0,0.8,0.7199004975124378,402,2014-03-20
157,2014-03-20 04:13:16,2014-03-20 04:13:21,5.0,0.7,0.6999999999999998,6,2014-03-20
158,2014-03-20 04:28:08,2014-03-20 04:28:09,1.0,0.7,0.7,2,2014-03-20
159,2014-03-20 04:37:08,2014-03-20 04:37:23,15.0,0.7,0.6999999999999998,6,2014-03-20
160,2014-03-20 05:05:50,2014-03-20 05:07:15,85.0,0.9,0.75,64,2014-03-20
161,2014-03-20 05:09:32,2014-03-20 05:09:33,1.0,0.7,0.7,2,2014-03-20
162,2014-03-20 05:26:42,2014-03-20 05:28:29,107.0,0.7,0.7,86,2014-03-20
163,2014-03-20 05:49:10,2014-03-20 05:50:11,61.0,0.7,0.7,14,2014-03-20
164,2014-03-20 08:03:26,2014-03-20 08:11:23,477.0,1.5,0.9797029702970297,404,2014-03-20
