event_id,start_time,end_time,duration_seconds,max_concentration,mean_concentration,num_measurements,date
1,2014-03-04 08:49:18,2014-03-04 08:50:41,83.0,30.0,10.645945945945945,74,2014-03-04
2,2014-03-06 16:57:00,2014-03-06 16:57:25,25.0,0.7,0.7,26,2014-03-06
3,2014-03-06 18:47:02,2014-03-06 18:49:19,137.0,0.7,0.7,46,2014-03-06
4,2014-03-06 19:41:22,2014-03-06 19:44:39,197.0,0.7,0.7,34,2014-03-06
5,2014-03-06 19:50:04,2014-03-06 19:50:09,5.0,0.7,0.6999999999999998,6,2014-03-06
6,2014-03-10 15:32:50,2014-03-10 15:43:09,619.0,0.9,0.7276018099547511,442,2014-03-10
7,2014-03-10 16:31:56,2014-03-10 16:36:35,279.0,0.8,0.7096153846153845,208,2014-03-10
8,2014-03-10 16:42:04,2014-03-10 16:42:47,43.0,0.7,0.7,28,2014-03-10
9,2014-03-10 16:46:52,2014-03-10 16:48:17,85.0,0.7,0.7,22,2014-03-10
10,2014-03-10 16:51:02,2014-03-10 16:51:21,19.0,0.7,0.6999999999999998,12,2014-03-10
11,2014-03-10 17:23:26,2014-03-10 17:23:27,1.0,0.7,0.7,2,2014-03-10
12,2014-03-10 19:04:50,2014-03-10 19:23:57,1147.0,0.9,0.7281578947368421,760,2014-03-10
13,2014-03-11 03:31:11,2014-03-11 03:31:12,1.0,0.7,0.7,2,2014-03-11
14,2014-03-11 06:19:51,2014-03-11 06:27:14,443.0,0.9,0.7253968253968254,126,2014-03-11
15,2014-03-11 06:32:51,2014-03-11 06:33:26,35.0,1.0,0.8666666666666667,36,2014-03-11
16,2014-03-11 06:36:21,2014-03-11 06:45:52,571.0,1.0,0.7340101522842639,394,2014-03-11
17,2014-03-11 08:58:08,2014-03-11 08:59:57,109.0,0.7,0.7,44,2014-03-11
18,2014-03-11 09:08:32,2014-03-11 09:11:13,161.0,0.7,0.7,124,2014-03-11
19,2014-03-11 09:15:24,2014-03-11 09:19:09,225.0,2.2,1.3706666666666667,150,2014-03-11
20,2014-03-11 15:17:56,2014-03-11 15:17:59,3.0,0.7,0.7,4,2014-03-11
21,2014-03-11 15:31:02,2014-03-11 15:31:05,3.0,0.7,0.7,4,2014-03-11
22,2014-03-11 15:37:42,2014-03-11 15:40:01,139.0,0.8,0.7208333333333333,48,2014-03-11
23,2014-03-11 15:48:54,2014-03-11 15:50:27,93.0,0.7,0.7,20,2014-03-11
24,2014-03-11 15:55:16,2014-03-11 15:55:35,19.0,0.7,0.7,10,2014-03-11
25,2014-03-11 15:58:52,2014-03-11 16:00:49,117.0,0.7,0.7,14,2014-03-11
26,2014-03-11 16:40:56,2014-03-11 16:41:03,7.0,0.7,0.7,8,2014-03-11
27,2014-03-11 17:26:56,2014-03-11 17:27:01,5.0,0.7,0.6999999999999998,6,2014-03-11
28,2014-03-11 18:53:30,2014-03-11 18:53:47,17.0,0.7,0.7,18,2014-03-11
29,2014-03-11 19:19:28,2014-03-11 19:24:50,322.0,1.0,0.7530864197530864,162,2014-03-11
30,2014-03-11 19:42:01,2014-03-11 19:56:38,877.0,1.2,0.8135384615384614,650,2014-03-11
31,2014-03-11 20:01:15,2014-03-11 20:01:32,17.0,0.7,0.6999999999999998,12,2014-03-11
32,2014-03-11 20:03:43,2014-03-11 20:04:54,71.0,0.7,0.7,10,2014-03-11
33,2014-03-11 20:09:05,2014-03-11 20:10:26,81.0,0.7,0.7,18,2014-03-11
34,2014-03-12 10:57:01,2014-03-12 11:00:40,219.0,0.9,0.7210526315789473,152,2014-03-12
35,2014-03-12 11:04:21,2014-03-12 11:06:40,139.0,0.8,0.7136363636363636,44,2014-03-12
36,2014-03-12 11:09:49,2014-03-12 11:11:16,87.0,0.7,0.7,18,2014-03-12
37,2014-03-12 11:14:41,2014-03-12 11:14:44,3.0,0.7,0.7,4,2014-03-12
38,2014-03-12 11:17:33,2014-03-12 11:18:06,33.0,0.7,0.7,8,2014-03-12
39,2014-03-12 11:25:09,2014-03-12 11:25:14,5.0,0.7,0.6999999999999998,6,2014-03-12
40,2014-03-12 11:30:09,2014-03-12 11:32:42,153.0,0.8,0.7130434782608696,46,2014-03-12
41,2014-03-12 11:37:45,2014-03-12 11:47:12,567.0,0.7,0.7,100,2014-03-12
42,2014-03-12 11:52:27,2014-03-12 14:44:39,10332.0,0.9,0.8088904622231212,9887,2014-03-12
43,2014-03-12 14:47:28,2014-03-12 14:50:21,173.0,0.8,0.7130434782608696,46,2014-03-12
44,2014-03-12 14:57:38,2014-03-12 15:00:01,143.0,0.8,0.7559999999999999,50,2014-03-12
45,2014-03-12 15:02:26,2014-03-12 15:05:47,201.0,0.8,0.7045454545454546,88,2014-03-12
46,2014-03-12 16:51:50,2014-03-12 16:52:07,17.0,0.7,0.7,14,2014-03-12
47,2014-03-14 18:31:57,2014-03-14 18:36:52,295.0,0.7,0.7,152,2014-03-14
48,2014-03-14 20:00:47,2014-03-14 20:03:36,169.0,0.7,0.7,142,2014-03-14
49,2014-03-14 20:36:31,2014-03-14 20:36:48,17.0,0.7,0.6999999999999998,12,2014-03-14
50,2014-03-14 20:47:55,2014-03-14 20:51:06,191.0,0.7,0.7,108,2014-03-14
51,2014-03-14 21:12:31,2014-03-14 21:15:40,189.0,1.0,0.7825396825396825,126,2014-03-14
52,2014-03-15 02:41:21,2014-03-15 02:41:24,3.0,0.7,0.7,4,2014-03-15
53,2014-03-15 04:14:17,2014-03-15 04:15:44,87.0,0.7,0.7,40,2014-03-15
54,2014-03-15 04:40:49,2014-03-15 04:41:38,49.0,0.8,0.732,50,2014-03-15
55,2014-03-15 05:48:01,2014-03-15 05:49:40,99.0,0.9,0.7760869565217392,92,2014-03-15
56,2014-03-15 05:55:31,2014-03-15 05:56:14,43.0,0.7,0.7,36,2014-03-15
57,2014-03-15 05:59:05,2014-03-15 06:00:16,71.0,0.7,0.7,72,2014-03-15
58,2014-03-15 06:02:31,2014-03-15 06:06:00,209.0,0.7,0.7,210,2014-03-15
59,2014-03-15 06:12:45,2014-03-15 06:12:54,9.0,0.7,0.7,8,2014-03-15
60,2014-03-15 06:15:25,2014-03-15 06:20:36,311.0,0.7,0.7,124,2014-03-15
61,2014-03-15 07:19:09,2014-03-15 07:19:44,35.0,0.7,0.7,36,2014-03-15
62,2014-03-15 08:47:56,2014-03-15 08:48:59,63.0,0.7,0.7,64,2014-03-15
63,2014-03-16 01:08:55,2014-03-16 01:10:18,83.0,1.1,1.0095238095238095,84,2014-03-16
64,2014-03-16 01:38:29,2014-03-16 01:38:30,1.0,0.7,0.7,2,2014-03-16
65,2014-03-16 01:46:45,2014-03-16 01:46:48,3.0,0.7,0.7,4,2014-03-16
66,2014-03-16 01:49:25,2014-03-16 01:50:44,79.0,0.7,0.7,36,2014-03-16
67,2014-03-16 01:53:51,2014-03-16 01:54:16,25.0,0.7,0.7,14,2014-03-16
68,2014-03-16 02:12:09,2014-03-16 02:12:16,7.0,0.7,0.7,8,2014-03-16
69,2014-03-16 02:17:41,2014-03-16 02:18:14,33.0,0.7,0.7,8,2014-03-16
70,2014-03-16 02:20:21,2014-03-16 02:25:30,309.0,0.7,0.6999999999999998,24,2014-03-16
71,2014-03-16 02:28:29,2014-03-16 02:33:22,293.0,0.9,0.7319444444444444,144,2014-03-16
72,2014-03-17 18:28:57,2014-03-17 18:29:38,41.0,0.7,0.7,40,2014-03-17
73,2014-03-17 19:43:03,2014-03-17 19:44:08,65.0,0.7,0.7,66,2014-03-17
74,2014-03-18 04:31:56,2014-03-18 04:33:15,79.0,0.7,0.7,52,2014-03-18
75,2014-03-18 04:43:24,2014-03-18 04:45:23,119.0,0.7,0.7,16,2014-03-18
76,2014-03-18 05:04:38,2014-03-18 05:08:41,243.0,0.7,0.7,94,2014-03-18
77,2014-03-18 09:32:07,2014-03-18 09:32:50,43.0,2.3,1.9772727272727273,44,2014-03-18
78,2014-03-18 16:43:48,2014-03-18 16:43:51,3.0,0.7,0.7,4,2014-03-18
79,2014-03-18 22:12:41,2014-03-18 22:18:54,373.0,1.3,0.8087719298245615,228,2014-03-18
80,2014-03-18 22:34:48,2014-03-18 22:34:49,1.0,0.7,0.7,2,2014-03-18
81,2014-03-18 22:55:54,2014-03-18 22:56:19,25.0,0.7,0.7,14,2014-03-18
82,2014-03-18 23:08:02,2014-03-18 23:11:07,185.0,0.8,0.7181818181818181,22,2014-03-18
83,2014-03-18 23:14:06,2014-03-18 23:14:07,1.0,0.7,0.7,2,2014-03-18
84,2014-03-18 23:16:18,2014-03-18 23:18:57,159.0,1.2,0.9440677966101695,118,2014-03-18
85,2014-03-19 02:44:00,2014-03-19 02:44:05,5.0,0.7,0.6999999999999998,6,2014-03-19
86,2014-03-19 04:04:40,2014-03-19 04:08:09,209.0,0.8,0.7424242424242424,66,2014-03-19
87,2014-03-19 04:10:30,2014-03-19 04:11:53,83.0,1.1,0.8452380952380952,84,2014-03-19
