day_nb_ind,event_id,date
1,1,2014-03-02
1,2,2014-03-02
1,3,2014-03-02
1,4,2014-03-02
1,5,2014-03-02
1,6,2014-03-02
1,7,2014-03-02
1,8,2014-03-02
1,9,2014-03-02
1,10,2014-03-02
1,11,2014-03-02
1,12,2014-03-02
1,13,2014-03-02
1,14,2014-03-02
1,15,2014-03-02
1,16,2014-03-02
1,17,2014-03-02
1,18,2014-03-02
1,19,2014-03-02
1,20,2014-03-02
1,21,2014-03-02
1,22,2014-03-02
1,23,2014-03-02
2,24,2014-03-03
2,25,2014-03-03
2,26,2014-03-03
2,27,2014-03-03
2,28,2014-03-03
2,29,2014-03-03
2,30,2014-03-03
2,31,2014-03-03
2,32,2014-03-03
2,33,2014-03-03
2,34,2014-03-03
2,35,2014-03-03
2,36,2014-03-03
2,37,2014-03-03
2,38,2014-03-03
2,39,2014-03-03
2,40,2014-03-03
2,41,2014-03-03
2,42,2014-03-03
2,43,2014-03-03
2,44,2014-03-03
2,45,2014-03-03
2,46,2014-03-03
2,47,2014-03-03
2,48,2014-03-03
2,49,2014-03-03
2,50,2014-03-03
2,51,2014-03-03
2,52,2014-03-03
2,53,2014-03-03
2,54,2014-03-03
2,55,2014-03-03
2,56,2014-03-03
2,57,2014-03-03
2,58,2014-03-03
2,59,2014-03-03
2,60,2014-03-03
2,61,2014-03-03
2,62,2014-03-03
2,63,2014-03-03
2,64,2014-03-03
2,65,2014-03-03
2,66,2014-03-03
2,67,2014-03-03
2,68,2014-03-03
2,69,2014-03-03
2,70,2014-03-03
2,71,2014-03-03
2,72,2014-03-03
2,73,2014-03-03
2,74,2014-03-03
2,75,2014-03-03
2,76,2014-03-03
2,77,2014-03-03
2,78,2014-03-03
2,79,2014-03-03
2,80,2014-03-03
2,81,2014-03-03
2,82,2014-03-03
2,83,2014-03-03
2,84,2014-03-03
2,85,2014-03-03
2,86,2014-03-03
2,87,2014-03-03
2,88,2014-03-03
2,89,2014-03-03
2,90,2014-03-03
2,91,2014-03-03
2,92,2014-03-03
2,93,2014-03-03
2,94,2014-03-03
2,95,2014-03-03
2,96,2014-03-03
2,97,2014-03-03
2,98,2014-03-03
2,99,2014-03-03
2,100,2014-03-03
2,101,2014-03-03
2,102,2014-03-03
2,103,2014-03-03
2,104,2014-03-03
2,105,2014-03-03
2,106,2014-03-03
2,107,2014-03-03
2,108,2014-03-03
3,109,2014-03-04
3,110,2014-03-04
3,111,2014-03-04
3,112,2014-03-04
3,113,2014-03-04
3,114,2014-03-04
3,115,2014-03-04
3,116,2014-03-04
3,117,2014-03-04
3,118,2014-03-04
3,119,2014-03-04
3,120,2014-03-04
3,121,2014-03-04
3,122,2014-03-04
3,123,2014-03-04
3,124,2014-03-04
3,125,2014-03-04
3,126,2014-03-04
3,127,2014-03-04
3,128,2014-03-04
3,129,2014-03-04
3,130,2014-03-04
3,131,2014-03-04
3,132,2014-03-04
3,133,2014-03-04
3,134,2014-03-04
3,135,2014-03-04
3,136,2014-03-04
3,137,2014-03-04
3,138,2014-03-04
3,139,2014-03-04
3,140,2014-03-04
3,141,2014-03-04
3,142,2014-03-04
3,143,2014-03-04
3,144,2014-03-04
3,145,2014-03-04
3,146,2014-03-04
3,147,2014-03-04
3,148,2014-03-04
3,149,2014-03-04
3,150,2014-03-04
3,151,2014-03-04
3,152,2014-03-04
3,153,2014-03-04
3,154,2014-03-04
3,155,2014-03-04
3,156,2014-03-04
3,157,2014-03-04
9,158,2014-03-10
9,159,2014-03-10
9,160,2014-03-10
9,161,2014-03-10
10,162,2014-03-11
