event_id,start_time,end_time,duration_seconds,max_concentration,mean_concentration,num_measurements,date
1,2014-03-04 08:52:50,2014-03-04 08:54:15,85.0,30.0,10.772972972972974,74,2014-03-04
2,2014-03-10 17:32:50,2014-03-10 17:33:03,13.0,0.7,0.7,14,2014-03-10
3,2014-03-10 18:27:56,2014-03-10 18:29:13,77.0,0.7,0.7,60,2014-03-10
4,2014-03-11 05:31:51,2014-03-11 05:32:02,11.0,0.7,0.6999999999999998,12,2014-03-11
5,2014-03-11 09:20:36,2014-03-11 09:23:05,149.0,2.2,1.6216666666666666,120,2014-03-11
6,2014-03-11 16:33:26,2014-03-11 16:33:53,27.0,0.7,0.7,28,2014-03-11
7,2014-03-11 17:35:20,2014-03-11 17:35:37,17.0,0.7,0.7,18,2014-03-11
8,2014-03-12 05:56:31,2014-03-12 05:56:42,11.0,0.7,0.6999999999999998,12,2014-03-12
9,2014-03-12 17:55:10,2014-03-12 17:55:23,13.0,0.7,0.7,14,2014-03-12
10,2014-03-14 18:02:51,2014-03-14 18:02:52,1.0,0.7,0.7,2,2014-03-14
11,2014-03-14 18:32:05,2014-03-14 18:37:02,297.0,0.7,0.7,224,2014-03-14
12,2014-03-14 19:41:03,2014-03-14 19:42:28,85.0,0.7,0.7,20,2014-03-14
13,2014-03-14 19:59:13,2014-03-14 20:07:02,469.0,0.8,0.7167420814479638,442,2014-03-14
14,2014-03-14 20:47:51,2014-03-14 20:53:32,341.0,0.8,0.7275641025641025,312,2014-03-14
15,2014-03-14 21:01:55,2014-03-14 21:16:40,885.0,1.1,0.7498666666666667,750,2014-03-14
16,2014-03-14 21:22:05,2014-03-14 21:22:50,45.0,0.7,0.7,46,2014-03-14
17,2014-03-15 02:38:25,2014-03-15 02:41:48,203.0,0.7,0.7,112,2014-03-15
18,2014-03-15 04:14:19,2014-03-15 04:19:42,323.0,0.8,0.7031055900621117,322,2014-03-15
19,2014-03-15 04:40:11,2014-03-15 04:45:18,307.0,1.0,0.7296052631578946,304,2014-03-15
20,2014-03-15 05:48:01,2014-03-15 05:49:54,113.0,0.9,0.7754385964912281,114,2014-03-15
21,2014-03-15 05:55:21,2014-03-15 07:04:14,4133.0,0.8,0.7144654088050314,3180,2014-03-15
22,2014-03-15 07:07:49,2014-03-15 07:07:50,1.0,0.7,0.7,2,2014-03-15
